城市,标题,总价(万),单价(元/平),户型,面积(平),朝向,装修,楼层,年份,小区,区域,链接
杭州,滨江品质洋房 满五唯一 自己住加装，精装带地暖新风,298,"33,341元/平",3室2厅,89.38平米,南,精装,低楼层(共11层),板楼,通惠江南名府,萧山新城区,https://hz.lianjia.com/ershoufang/103139166878.html
杭州,中庆润泽院毛坯房，3房2卫看房方便。,136,"15,242元/平",3室1厅,89.23平米,南,毛坯,25层,板塔结合,中庆润泽院,富春,https://hz.lianjia.com/ershoufang/103136573172.html
杭州,边套，满五不唯一，装修清爽，生活便利，中间楼层,79,"11,884元/平",2室1厅,66.48平米,南,简装,中楼层(共5层),板楼,杭齿宿舍,湘湖,https://hz.lianjia.com/ershoufang/103142471305.html
杭州,三里家园 电梯房楼层好 视野开阔 19号线地铁口有钥匙,155,"22,675元/平",2室1厅,68.36平米,南,其他,中楼层(共18层),板楼,三里家园三区,三里亭,https://hz.lianjia.com/ershoufang/103146035697.html
杭州,三里新城电梯西边套 装修好拎包入住诚心出售 随时看房,270,"30,519元/平",2室2厅,88.47平米,南,其他,低楼层(共24层),塔楼,三里新城荷苑,三里亭,https://hz.lianjia.com/ershoufang/103146431757.html
杭州,三江花园洋房，得房率高，满五年，南北通，朝南带阳台,198,"15,262元/平",3室2厅,129.74平米,南 北,简装,中楼层(共6层),板塔结合,三江花园(萧山),闻堰,https://hz.lianjia.com/ershoufang/103145974909.html
杭州,上叠，视野开阔，位置安静，小区环境好,478,"19,744元/平",4室2厅,242.1平米,南,其他,4层,板楼,金都雅苑,翡翠城,https://hz.lianjia.com/ershoufang/103143333993.html
杭州,楼层很好 1号线滨和站，配套很好，户型方正,220,"45,389元/平",1室1厅,48.47平米,南,毛坯,6层,板楼,迎春小区,滨江区政府,https://hz.lianjia.com/ershoufang/103134934421.html
杭州,大两房东边套，中间楼层采光佳，1号线地铁口300米,156,"19,425元/平",2室2厅,80.31平米,南,简装,14层,板楼,金雅苑社区,九堡,https://hz.lianjia.com/ershoufang/103119117588.html
杭州,申花新房，中高楼层，户型方正，业主诚心出售,485,"49,918元/平",3室1厅,97.16平米,南,其他,18层,板楼,荣安春月杭宁府,申花,https://hz.lianjia.com/ershoufang/103142598255.html
杭州,山西园小区中间楼层 满五唯一 诚心出售,80,"11,777元/平",2室2厅,67.93平米,南,精装,6层,板楼,山西园,老余杭,https://hz.lianjia.com/ershoufang/103144373249.html
杭州,黄龙，保小精装修一居室，是住宅，采光佳视野好,275,"42,217元/平",1室1厅,65.14平米,南,精装,16层,塔楼,绿城丁香公寓,黄龙,https://hz.lianjia.com/ershoufang/103144381287.html
杭州,钱江御府 高区西边套 看园区景观好房 精装修保养好,1185,"84,722元/平",3室2厅,139.87平米,南,其他,22层,塔楼,钱江御府,南星,https://hz.lianjia.com/ershoufang/103139515236.html
杭州,世茂峻景湾187方精装修80万一线江景三面采光双明卫,360,"19,265元/平",4室2厅,186.87平米,东,精装,33层,板楼,世茂江滨花园峻景湾,沿江南,https://hz.lianjia.com/ershoufang/103145915644.html
杭州,金地自在城鹭影轩 3室2厅 南,355,"32,084元/平",3室2厅,110.65平米,南,其他,26层,板楼,金地自在城鹭影轩,三墩,https://hz.lianjia.com/ershoufang/103146233240.html
杭州,御城涵园自住精装修南北通风满眼绿色电梯房,83,"7,626元/平",2室2厅,108.84平米,南,精装,11层,塔楼,御城涵园,临安,https://hz.lianjia.com/ershoufang/103145819507.html
杭州,世纪城 81方精装三房 采光好,340,"42,054元/平",3室2厅,80.85平米,南,精装,16层,板楼,世纪之光,钱江世纪城,https://hz.lianjia.com/ershoufang/103129712530.html
杭州,次新小区 绿化配套齐全 小区人车分流 物业管理好,70,"9,579元/平",2室2厅,73.08平米,南,毛坯,低楼层(共18层),板楼,北樾府,临安,https://hz.lianjia.com/ershoufang/103146567948.html
杭州,此房满五唯一南北格局配套设施齐全交通便利,135,"23,397元/平",2室1厅,57.7平米,南,简装,高楼层(共7层),板楼,濮家东村,闸弄口,https://hz.lianjia.com/ershoufang/103138127395.html
杭州,此房满五年且唯一，带30平星空阳台，采光视野好,130,"16,246元/平",3室1厅,80.02平米,南,精装,6层,板楼,同城印象花苑东区,老余杭,https://hz.lianjia.com/ershoufang/103143425574.html
杭州,多蓝水岸 C3全明户型 配套成熟 采光充足 环境优美,225,"15,667元/平",3室2厅,143.62平米,南 北,其他,低楼层(共11层),板楼,多蓝水岸银沙苑,沿江北,https://hz.lianjia.com/ershoufang/103139597785.html
杭州,北景园紫荆苑 自住精装修 户型正 楼层好 采光好视野好,220,"18,549元/平",3室2厅,118.61平米,南,精装,高楼层(共6层),板楼,北景园紫荆苑,石桥,https://hz.lianjia.com/ershoufang/103145817506.html
杭州,卖小大关03年房龄装修清爽南北双阳台可议价,188,"34,938元/平",2室1厅,53.81平米,南 北,精装,6层,板塔结合,湖墅新村,信义坊,https://hz.lianjia.com/ershoufang/103143580406.html
杭州,滨江开发 滨江物业 小区有车到地铁 经济实惠 好住不贵,178,"18,294元/平",3室2厅,97.3平米,南,其他,高楼层(共27层),板楼,滨江旭辉滨旭府,萧山开发区,https://hz.lianjia.com/ershoufang/103138224563.html
杭州,2号线地铁口品质小区看房方便精装交付,54,"12,776元/平",3室0厅,42.27平米,南 北,其他,12层,板塔结合,和光尘樾轩,良渚,https://hz.lianjia.com/ershoufang/103146552206.html
杭州,未来科技城2.0大三房  边套 诚心出售,158,"12,545元/平",3室2厅,125.95平米,南,简装,低楼层(共18层),塔楼,佳源未来府,老余杭,https://hz.lianjia.com/ershoufang/103129829255.html
杭州,运河边文澜，方正两房，楼幢安静，中上楼层采光好,308,"36,472元/平",2室1厅,84.45平米,南,简装,高楼层(共18层),板楼,南北西岸,桥西,https://hz.lianjia.com/ershoufang/103143772394.html
杭州,全明格局、植物园竹林后门 环境优美,355,"46,182元/平",3室1厅,76.87平米,南 北,简装,5层,板楼,外东山弄,黄龙,https://hz.lianjia.com/ershoufang/103145766767.html
杭州,南湖边，次新小区改善型大三房，东边套 ，房东急卖,165,"13,942元/平",3室2厅,118.35平米,南,毛坯,低楼层(共18层),塔楼,佳源未来府,老余杭,https://hz.lianjia.com/ershoufang/103106251699.html
杭州,自住精装  满五不唯一  楼层佳 面对小区湖水 采光充,430,"48,408元/平",2室2厅,88.83平米,南,精装,中楼层(共24层),板楼,耀江文鼎苑,申花,https://hz.lianjia.com/ershoufang/103132307310.html
杭州,自住舒适4房，大平层，视野开阔，采光无遮挡,669,"34,027元/平",4室2厅,196.61平米,南 东南,其他,25层,板塔结合,杭与城,未来科技城,https://hz.lianjia.com/ershoufang/103145153081.html
杭州,滨江物业，东边套3房2厅2卫，中高楼层，视野好无遮挡,308,"30,899元/平",3室2厅,99.68平米,南 北,简装,18层,板楼,海德公园,勾庄,https://hz.lianjia.com/ershoufang/103134846287.html
杭州,南北通透大四房 全新未入住 位置佳采光好 诚心出售,638,"46,229元/平",4室2厅,138.01平米,南 北,其他,低楼层(共15层),塔楼,云翠金澜府,七堡,https://hz.lianjia.com/ershoufang/103144970765.html
杭州,精装修自住的 跃层四房三卫 。采光好。,238,"20,709元/平",4室1厅,114.93平米,南,精装,33层,板楼,保利东湾,沿江南,https://hz.lianjia.com/ershoufang/103133394203.html
杭州,精装修三房，全明户型，高楼层.,528,"59,246元/平",3室1厅,89.12平米,南,其他,29层,板楼,旭辉和昌都会山,钱江世纪城,https://hz.lianjia.com/ershoufang/103143182309.html
杭州,宋都麓宸府 4室2厅 南,220,"17,145元/平",4室2厅,128.32平米,南,其他,中楼层(共26层),板楼,宋都麓宸府,鹿山新城,https://hz.lianjia.com/ershoufang/103146459851.html
杭州,钱江世纪城旁，高品质次新小区。,245,"25,082元/平",3室1厅,97.68平米,南,精装,26层,板楼,景瑞晴海,钱江世纪城,https://hz.lianjia.com/ershoufang/103142567674.html
杭州,三塘竹园 两房朝南全明户型 中楼层 地铁东新园,172,"24,621元/平",2室1厅,69.86平米,南,其他,中楼层(共5层),板楼,三塘竹园,三塘,https://hz.lianjia.com/ershoufang/103145533334.html
杭州,滨湖新城  青山湖边  绿道旁  地铁口500米  商场旁边,179,"12,252元/平",4室2厅,146.11平米,南 北,毛坯,低楼层(共27层),板楼,绿城玉兰花园,临安,https://hz.lianjia.com/ershoufang/103121652505.html
杭州,回龙雅苑 业主自住精装修 拎包入住 诚心出售,185,"13,952元/平",3室2厅,132.6平米,南,其他,低楼层(共11层),板楼,回龙雅苑,转塘,https://hz.lianjia.com/ershoufang/103141948592.html
杭州,春和景明次新小区，楼层好，视野无遮挡 有车位,105,"8,045元/平",3室2厅,130.52平米,南,毛坯,高楼层(共32层),板楼,春和景明院,临安,https://hz.lianjia.com/ershoufang/103141810235.html
杭州,（店长推荐）晓春城精装修三居室，装修保养的很好！,204,"22,677元/平",3室2厅,89.96平米,南,精装,高楼层(共31层),板楼,晓春城,大学城北,https://hz.lianjia.com/ershoufang/103146386299.html
杭州,明星路地铁口  信息港临街北面  精装修二室,86,"20,526元/平",2室1厅,41.9平米,北,其他,21层,板楼,英冠乐创城,萧山新城区,https://hz.lianjia.com/ershoufang/103145192096.html
杭州,全明东边套 三开间朝南 地暖 有一个子母车位 龙湖物业,808,"60,584元/平",4室2厅,133.37平米,南,其他,低楼层(共18层),板楼,天阳凤起,景芳,https://hz.lianjia.com/ershoufang/103142878455.html
杭州,中间楼层，保养好，视野采光好，诚心出售,275,"31,922元/平",3室1厅,86.15平米,南,精装,7层,板楼,映月台,未来科技城,https://hz.lianjia.com/ershoufang/103143670113.html
杭州,小区环节优美，人车分流，有电梯，配套齐全,85,"9,488元/平",3室1厅,89.59平米,南,简装,中楼层(共22层),板楼,绿城云杉郡,青山湖科技城,https://hz.lianjia.com/ershoufang/103143903697.html
杭州,自住装修 三房的户型小区配套齐全 可拎包入住诚心出售,74,"8,116元/平",3室2厅,91.18平米,东南 南,精装,低楼层(共11层),板楼,青山鹤岭,青山湖科技城,https://hz.lianjia.com/ershoufang/103146056336.html
杭州,武林新城品质小区，精装改善大户型，近地铁近嘉里城,1199,"64,871元/平",4室2厅,184.83平米,南,其他,21层,板楼,馥源庭,德胜东,https://hz.lianjia.com/ershoufang/103140284770.html
杭州,洋房顶跃 一线江景 四个阳台 地铁口200米,488,"59,296元/平",3室2厅,82.3平米,西,其他,高楼层(共9层),板楼,万科璞悦湾,浦沿,https://hz.lianjia.com/ershoufang/103146216696.html
杭州,房子是边套的，位置好，生活方便的,88,"7,508元/平",3室2厅,117.22平米,南,其他,17层,塔楼,城中府,临安,https://hz.lianjia.com/ershoufang/103145658362.html
杭州,房子满5唯一 税少 总价低 楼层佳采光好 诚心出售,55,"8,757元/平",2室1厅,62.81平米,南,其他,5层,板塔结合,塘栖一小区,塘栖,https://hz.lianjia.com/ershoufang/103146285708.html
杭州,杭氧和院  六层电梯洋房，小区环境优美,76,"6,410元/平",3室2厅,118.58平米,南,毛坯,中楼层(共6层),板楼,杭氧和院,青山湖科技城,https://hz.lianjia.com/ershoufang/103130779167.html
杭州,老城区，户型好，楼层好，近幼儿园，精装修拎包入住,120,"16,744元/平",2室1厅,71.67平米,南,精装,低楼层(共6层),板塔结合,育才西苑,萧山市区,https://hz.lianjia.com/ershoufang/103146072495.html
杭州,三塘北村 1室1厅 南,86,"21,017元/平",1室1厅,40.92平米,南,其他,中楼层(共7层),板楼,三塘北村,三塘,https://hz.lianjia.com/ershoufang/103146528421.html
杭州,业主诚心出售 变现为主 价格好聊 看房有钥匙,336,"37,766元/平",3室1厅,88.97平米,南,精装,高楼层(共16层),板塔结合,东方尚城西区,火车东站,https://hz.lianjia.com/ershoufang/103145960046.html
杭州,三号线地铁口精装现房，房东诚心出售，有钥匙随时可看,189,"21,939元/平",3室2厅,86.15平米,南,精装,17层,板楼,金地乐享湾,丁桥,https://hz.lianjia.com/ershoufang/103146546594.html
杭州,双文澜 精装修边套 两梯两户 满五唯一,450,"40,211元/平",3室2厅,111.91平米,南,精装,18层,板楼,招商远洋春秋华庭,运河新城,https://hz.lianjia.com/ershoufang/103144034513.html
杭州,"未来科技城2.0双地铁口拎包入住,配套成熟,生活气息浓",185,"14,586元/平",3室2厅,126.84平米,南,简装,24层,板楼,景瑞御蓝湾,老余杭,https://hz.lianjia.com/ershoufang/103146278526.html
杭州,求智  文二新村 中间楼层 看房方便,298,"64,545元/平",2室1厅,46.17平米,南,简装,5层,板楼,文二新村,学军,https://hz.lianjia.com/ershoufang/103136312736.html
杭州,水印成一线江景房，中间楼层，精装修，户型方正。,660,"42,899元/平",3室2厅,153.85平米,南,其他,32层,板塔结合,水印城,长河,https://hz.lianjia.com/ershoufang/103146108391.html
杭州,上城区地铁两房，28万轻法式全新精装，看中价好谈,136,"19,278元/平",2室2厅,70.55平米,南,其他,中楼层(共14层),板楼,长睦锦苑,丁桥,https://hz.lianjia.com/ershoufang/103146173824.html
杭州,少有的朝南小面积峰谷电楼层好采光充足交通便利,53,"16,268元/平",1室0厅,32.58平米,南,其他,高楼层(共15层),板楼,同人精华,申花,https://hz.lianjia.com/ershoufang/103145343997.html
杭州,高楼层采光好，视野开阔，中高楼层,99,"16,002元/平",2室1厅,61.87平米,南,简装,13层,板楼,阳光逸城,丁桥,https://hz.lianjia.com/ershoufang/103142998599.html
杭州,学正，精装复式，装修好，视野开阔，一线江景，近地铁,120,"14,784元/平",2室1厅,81.17平米,南,精装,32层,板楼,朗诗国际街区,沿江北,https://hz.lianjia.com/ershoufang/103146212530.html
杭州,绿城锦兰公寓 一本证精装地暖  卖小正对门3号线地铁口,750,"53,946元/平",3室2厅,139.03平米,南 北,其他,14层,板楼,绿城西子锦兰公寓,大关,https://hz.lianjia.com/ershoufang/103144179479.html
南京,中海滨江 精装修挑高公寓 上下两层 空调 设施齐全,100,"19,593元/平",2室1厅,51.04平米,南,精装,中楼层(共30层),塔楼,中海滨江U,LIVE,https://nj.lianjia.com/ershoufang/103144433277.html
南京,采光充足，配套齐全，交通便利 房主诚心出售,49,"9,489元/平",2室1厅,51.64平米,南 北,精装,中楼层(共5层),板楼,宁港二村,澳林广场,https://nj.lianjia.com/ershoufang/103144274844.html
南京,弘阳商圈 业主诚心卖 两房朝南 空间大,48,"6,253元/平",2室1厅,76.77平米,南,其他,低楼层(共28层),板楼,盛泰嘉园三期,澳林广场,https://nj.lianjia.com/ershoufang/103146091547.html
南京,视野开阔，自住装修，配套设施齐全好楼层 看房方便,379,"31,058元/平",3室2厅,122.03平米,南 北,其他,高楼层(共29层),塔楼,复地宴南都一期,南部新城,https://nj.lianjia.com/ershoufang/103144978797.html
南京,新上马鞍山一楼带院子双南户型不临街诚心出售,275,"58,177元/平",2室1厅,47.27平米,南,其他,低楼层(共5层),板楼,马鞍山2号,水佐岗,https://nj.lianjia.com/ershoufang/103144405826.html
南京,地铁口好楼层两居 配套齐全出行方便,99,"16,670元/平",2室1厅,59.39平米,南 北,精装,中楼层(共6层),板楼,迈皋桥街258号,迈皋桥,https://nj.lianjia.com/ershoufang/103142626683.html
南京,小区中间位置 采光无遮挡开发商精装修 业主想近期卖掉,175,"17,981元/平",3室2厅,97.33平米,南 北,其他,低楼层(共33层),板楼,中海左岸澜庭,江北研创园,https://nj.lianjia.com/ershoufang/103143447219.html
南京,五塘 小市一楼大院子 地铁口 29校。采光好 三房,153,"21,996元/平",3室1厅,69.56平米,南,其他,低楼层(共7层),板塔结合,中央北路126号院,五塘广场,https://nj.lianjia.com/ershoufang/103137395981.html
